"templateId","pokemonId","type","type2","form","candyToEvolve","kmBuddyDistance","purificationStardustNeeded","baseStamina","baseAttack","baseDefense"
"V0068_POKEMON_MACHAMP_NORMAL","MACHAMP","POKEMON_TYPE_FIGHTING",,"MACHAMP_NORMAL",,3.0,3000,207,234,159
"V0069_POKEMON_BELLSPROUT","BELLSPROUT","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON",,25,3.0,3000,137,139,61
"V0069_POKEMON_BELLSPROUT_NORMAL","BELLSPROUT","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON","BELLSPROUT_NORMAL",25,3.0,3000,137,139,61
"V0070_POKEMON_WEEPINBELL","WEEPINBELL","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON",,100,3.0,3000,163,172,92
"V0070_POKEMON_WEEPINBELL_NORMAL","WEEPINBELL","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON","WEEPINBELL_NORMAL",100,3.0,3000,163,172,92
"V0071_POKEMON_VICTREEBEL","VICTREEBEL","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON",,,3.0,3000,190,207,135
"V0071_POKEMON_VICTREEBEL_NORMAL","VICTREEBEL","POKEMON_TYPE_GRASS","POKEMON_TYPE_POISON","VICTREEBEL_NORMAL",,3.0,3000,190,207,135
"V0072_POKEMON_TENTACOOL","TENTACOOL","POKEMON_TYPE_WATER","POKEMON_TYPE_POISON",,50,3.0,3000,120,97,149
"V0073_POKEMON_TENTACRUEL","TENTACRUEL","POKEMON_TYPE_WATER","POKEMON_TYPE_POISON",,,3.0,3000,190,166,209
"V0074_POKEMON_GEODUDE","GEODUDE","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND",,25,1.0,1000,120,132,132
"V0074_POKEMON_GEODUDE_ALOLA","GEODUDE","POKEMON_TYPE_ROCK","POKEMON_TYPE_ELECTRIC","GEODUDE_ALOLA",25,1.0,1000,120,132,132
"V0074_POKEMON_GEODUDE_NORMAL","GEODUDE","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND","GEODUDE_NORMAL",25,1.0,1000,120,132,132
"V0075_POKEMON_GRAVELER","GRAVELER","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND",,100,1.0,1000,146,164,164
"V0075_POKEMON_GRAVELER_ALOLA","GRAVELER","POKEMON_TYPE_ROCK","POKEMON_TYPE_ELECTRIC","GRAVELER_ALOLA",100,1.0,1000,146,164,164
"V0075_POKEMON_GRAVELER_NORMAL","GRAVELER","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND","GRAVELER_NORMAL",100,1.0,1000,146,164,164
"V0076_POKEMON_GOLEM","GOLEM","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND",,,1.0,1000,190,211,198
"V0076_POKEMON_GOLEM_ALOLA","GOLEM","POKEMON_TYPE_ROCK","POKEMON_TYPE_ELECTRIC","GOLEM_ALOLA",,1.0,1000,190,211,198
"V0076_POKEMON_GOLEM_NORMAL","GOLEM","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND","GOLEM_NORMAL",,1.0,1000,190,211,198
"V0077_POKEMON_PONYTA","PONYTA","POKEMON_TYPE_FIRE",,,50,3.0,3000,137,170,127
"V0077_POKEMON_PONYTA_GALARIAN","PONYTA","POKEMON_TYPE_PSYCHIC",,"PONYTA_GALARIAN",50,3.0,3000,137,170,127
"V0077_POKEMON_PONYTA_NORMAL","PONYTA","POKEMON_TYPE_FIRE",,"PONYTA_NORMAL",50,3.0,3000,137,170,127
"V0078_POKEMON_RAPIDASH","RAPIDASH","POKEMON_TYPE_FIRE",,,,3.0,3000,163,207,162
"V0078_POKEMON_RAPIDASH_GALARIAN","RAPIDASH","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY","RAPIDASH_GALARIAN",,3.0,3000,163,207,162
"V0078_POKEMON_RAPIDASH_NORMAL","RAPIDASH","POKEMON_TYPE_FIRE",,"RAPIDASH_NORMAL",,3.0,3000,163,207,162
"V0079_POKEMON_SLOWPOKE","SLOWPOKE","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC",,50,3.0,3000,207,109,98
"V0079_POKEMON_SLOWPOKE_2020","SLOWPOKE","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC","SLOWPOKE_2020",50,3.0,3000,207,109,98
"V0079_POKEMON_SLOWPOKE_GALARIAN","SLOWPOKE","POKEMON_TYPE_PSYCHIC",,"SLOWPOKE_GALARIAN",,3.0,3000,207,109,98
"V0079_POKEMON_SLOWPOKE_NORMAL","SLOWPOKE","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC","SLOWPOKE_NORMAL",50,3.0,3000,207,109,98
"V0080_POKEMON_SLOWBRO","SLOWBRO","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC",,,3.0,3000,216,177,180
"V0080_POKEMON_SLOWBRO_2021","SLOWBRO","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC","SLOWBRO_2021",,3.0,3000,216,177,180
"V0080_POKEMON_SLOWBRO_GALARIAN","SLOWBRO","POKEMON_TYPE_POISON","POKEMON_TYPE_PSYCHIC","SLOWBRO_GALARIAN",,3.0,3000,216,182,156
"V0080_POKEMON_SLOWBRO_NORMAL","SLOWBRO","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC","SLOWBRO_NORMAL",,3.0,3000,216,177,180
"V0081_POKEMON_MAGNEMITE","MAGNEMITE","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_STEEL",,50,3.0,3000,93,165,121
"V0081_POKEMON_MAGNEMITE_NORMAL","MAGNEMITE","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_STEEL","MAGNEMITE_NORMAL",50,3.0,3000,93,165,121
"V0082_POKEMON_MAGNETON","MAGNETON","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_STEEL",,,3.0,3000,137,223,169
"V0082_POKEMON_MAGNETON_NORMAL","MAGNETON","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_STEEL","MAGNETON_NORMAL",,3.0,3000,137,223,169
"V0083_POKEMON_FARFETCHD","FARFETCHD","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,,3.0,3000,141,124,115
"V0083_POKEMON_FARFETCHD_GALARIAN","FARFETCHD","POKEMON_TYPE_FIGHTING",,"FARFETCHD_GALARIAN",,3.0,3000,141,174,114
"V0083_POKEMON_FARFETCHD_NORMAL","FARFETCHD","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING","FARFETCHD_NORMAL",,3.0,3000,141,124,115
"V0084_POKEMON_DODUO","DODUO","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,50,3.0,,111,158,83
"V0085_POKEMON_DODRIO","DODRIO","POKEMON_TYPE_NORMAL","POKEMON_TYPE_FLYING",,,3.0,,155,218,140
"V0086_POKEMON_SEEL","SEEL","POKEMON_TYPE_WATER",,,50,3.0,,163,85,121
"V0087_POKEMON_DEWGONG","DEWGONG","POKEMON_TYPE_WATER","POKEMON_TYPE_ICE",,,3.0,,207,139,177
"V0088_POKEMON_GRIMER","GRIMER","POKEMON_TYPE_POISON",,,50,3.0,3000,190,135,90
"V0088_POKEMON_GRIMER_ALOLA","GRIMER","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK","GRIMER_ALOLA",50,3.0,3000,190,135,90
"V0088_POKEMON_GRIMER_NORMAL","GRIMER","POKEMON_TYPE_POISON",,"GRIMER_NORMAL",50,3.0,3000,190,135,90
"V0089_POKEMON_MUK","MUK","POKEMON_TYPE_POISON",,,,3.0,3000,233,190,172
"V0089_POKEMON_MUK_ALOLA","MUK","POKEMON_TYPE_POISON","POKEMON_TYPE_DARK","MUK_ALOLA",,3.0,3000,233,190,172
"V0089_POKEMON_MUK_NORMAL","MUK","POKEMON_TYPE_POISON",,"MUK_NORMAL",,3.0,3000,233,190,172
"V0090_POKEMON_SHELLDER","SHELLDER","POKEMON_TYPE_WATER",,,50,3.0,3000,102,116,134
"V0090_POKEMON_SHELLDER_NORMAL","SHELLDER","POKEMON_TYPE_WATER",,"SHELLDER_NORMAL",50,3.0,3000,102,116,134
"V0091_POKEMON_CLOYSTER","CLOYSTER","POKEMON_TYPE_WATER","POKEMON_TYPE_ICE",,,3.0,3000,137,186,256
"V0091_POKEMON_CLOYSTER_NORMAL","CLOYSTER","POKEMON_TYPE_WATER","POKEMON_TYPE_ICE","CLOYSTER_NORMAL",,3.0,3000,137,186,256
"V0092_POKEMON_GASTLY","GASTLY","POKEMON_TYPE_GHOST","POKEMON_TYPE_POISON",,25,3.0,3000,102,186,67
"V0093_POKEMON_HAUNTER","HAUNTER","POKEMON_TYPE_GHOST","POKEMON_TYPE_POISON",,100,3.0,3000,128,223,107
"V0094_POKEMON_GENGAR","GENGAR","POKEMON_TYPE_GHOST","POKEMON_TYPE_POISON",,,3.0,3000,155,261,149
"V0094_POKEMON_GENGAR_COSTUME_2020","GENGAR","POKEMON_TYPE_GHOST","POKEMON_TYPE_POISON","GENGAR_COSTUME_2020",,3.0,3000,155,261,149
"V0094_POKEMON_GENGAR_NORMAL","GENGAR","POKEMON_TYPE_GHOST","POKEMON_TYPE_POISON","GENGAR_NORMAL",,3.0,3000,155,261,149
"V0095_POKEMON_ONIX","ONIX","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND",,,5.0,5000,111,85,232
"V0095_POKEMON_ONIX_NORMAL","ONIX","POKEMON_TYPE_ROCK","POKEMON_TYPE_GROUND","ONIX_NORMAL",,5.0,5000,111,85,232
"V0096_POKEMON_DROWZEE","DROWZEE","POKEMON_TYPE_PSYCHIC",,,50,3.0,3000,155,89,136
"V0096_POKEMON_DROWZEE_NORMAL","DROWZEE","POKEMON_TYPE_PSYCHIC",,"DROWZEE_NORMAL",50,3.0,3000,155,89,136
"V0097_POKEMON_HYPNO","HYPNO","POKEMON_TYPE_PSYCHIC",,,,3.0,3000,198,144,193
"V0097_POKEMON_HYPNO_NORMAL","HYPNO","POKEMON_TYPE_PSYCHIC",,"HYPNO_NORMAL",,3.0,3000,198,144,193
"V0098_POKEMON_KRABBY","KRABBY","POKEMON_TYPE_WATER",,,50,3.0,3000,102,181,124
"V0098_POKEMON_KRABBY_NORMAL","KRABBY","POKEMON_TYPE_WATER",,"KRABBY_NORMAL",50,3.0,3000,102,181,124
"V0099_POKEMON_KINGLER","KINGLER","POKEMON_TYPE_WATER",,,,3.0,3000,146,240,181
"V0099_POKEMON_KINGLER_NORMAL","KINGLER","POKEMON_TYPE_WATER",,"KINGLER_NORMAL",,3.0,3000,146,240,181
"V0100_POKEMON_VOLTORB","VOLTORB","POKEMON_TYPE_ELECTRIC",,,50,3.0,3000,120,109,111
"V0100_POKEMON_VOLTORB_HISUIAN","VOLTORB","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_GRASS","VOLTORB_HISUIAN",50,3.0,3000,120,109,111
"V0100_POKEMON_VOLTORB_NORMAL","VOLTORB","POKEMON_TYPE_ELECTRIC",,"VOLTORB_NORMAL",50,3.0,3000,120,109,111
"V0101_POKEMON_ELECTRODE","ELECTRODE","POKEMON_TYPE_ELECTRIC",,,,3.0,3000,155,173,173
"V0101_POKEMON_ELECTRODE_HISUIAN","ELECTRODE","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_GRASS","ELECTRODE_HISUIAN",,3.0,3000,155,176,176
"V0101_POKEMON_ELECTRODE_NORMAL","ELECTRODE","POKEMON_TYPE_ELECTRIC",,"ELECTRODE_NORMAL",,3.0,3000,155,173,173
"V0102_POKEMON_EXEGGCUTE","EXEGGCUTE","POKEMON_TYPE_GRASS","POKEMON_TYPE_PSYCHIC",,50,3.0,3000,155,107,125
"V0102_POKEMON_EXEGGCUTE_NORMAL","EXEGGCUTE","POKEMON_TYPE_GRASS","POKEMON_TYPE_PSYCHIC","EXEGGCUTE_NORMAL",50,3.0,3000,155,107,125
"V0103_POKEMON_EXEGGUTOR","EXEGGUTOR","POKEMON_TYPE_GRASS","POKEMON_TYPE_PSYCHIC",,,3.0,3000,216,233,149
"V0103_POKEMON_EXEGGUTOR_ALOLA","EXEGGUTOR","POKEMON_TYPE_GRASS","POKEMON_TYPE_DRAGON","EXEGGUTOR_ALOLA",,3.0,3000,216,230,153
"V0103_POKEMON_EXEGGUTOR_NORMAL","EXEGGUTOR","POKEMON_TYPE_GRASS","POKEMON_TYPE_PSYCHIC","EXEGGUTOR_NORMAL",,3.0,3000,216,233,149
"V0104_POKEMON_CUBONE","CUBONE","POKEMON_TYPE_GROUND",,,50,3.0,3000,137,90,144
"V0104_POKEMON_CUBONE_NORMAL","CUBONE","POKEMON_TYPE_GROUND",,"CUBONE_NORMAL",50,3.0,3000,137,90,144
"V0105_POKEMON_MAROWAK","MAROWAK","POKEMON_TYPE_GROUND",,,,3.0,3000,155,144,186
"V0105_POKEMON_MAROWAK_ALOLA","MAROWAK","POKEMON_TYPE_FIRE","POKEMON_TYPE_GHOST","MAROWAK_ALOLA",,3.0,3000,155,144,186
"V0105_POKEMON_MAROWAK_NORMAL","MAROWAK","POKEMON_TYPE_GROUND",,"MAROWAK_NORMAL",,3.0,3000,155,144,186
"V0106_POKEMON_HITMONLEE","HITMONLEE","POKEMON_TYPE_FIGHTING",,,,5.0,5000,137,224,181
"V0106_POKEMON_HITMONLEE_NORMAL","HITMONLEE","POKEMON_TYPE_FIGHTING",,"HITMONLEE_NORMAL",,5.0,5000,137,224,181
"V0107_POKEMON_HITMONCHAN","HITMONCHAN","POKEMON_TYPE_FIGHTING",,,,5.0,5000,137,193,197
"V0107_POKEMON_HITMONCHAN_NORMAL","HITMONCHAN","POKEMON_TYPE_FIGHTING",,"HITMONCHAN_NORMAL",,5.0,5000,137,193,197
"V0108_POKEMON_LICKITUNG","LICKITUNG","POKEMON_TYPE_NORMAL",,,,3.0,,207,108,137
"V0109_POKEMON_KOFFING","KOFFING","POKEMON_TYPE_POISON",,,50,3.0,3000,120,119,141
"V0109_POKEMON_KOFFING_NORMAL","KOFFING","POKEMON_TYPE_POISON",,"KOFFING_NORMAL",50,3.0,3000,120,119,141
"V0110_POKEMON_WEEZING","WEEZING","POKEMON_TYPE_POISON",,,,3.0,3000,163,174,197
"V0110_POKEMON_WEEZING_GALARIAN","WEEZING","POKEMON_TYPE_POISON","POKEMON_TYPE_FAIRY","WEEZING_GALARIAN",,3.0,3000,163,174,197
"V0110_POKEMON_WEEZING_NORMAL","WEEZING","POKEMON_TYPE_POISON",,"WEEZING_NORMAL",,3.0,3000,163,174,197
"V0111_POKEMON_RHYHORN","RHYHORN","POKEMON_TYPE_GROUND","POKEMON_TYPE_ROCK",,50,3.0,3000,190,140,127
"V0111_POKEMON_RHYHORN_NORMAL","RHYHORN","POKEMON_TYPE_GROUND","POKEMON_TYPE_ROCK","RHYHORN_NORMAL",50,3.0,3000,190,140,127
"V0112_POKEMON_RHYDON","RHYDON","POKEMON_TYPE_GROUND","POKEMON_TYPE_ROCK",,,3.0,3000,233,222,171
"V0112_POKEMON_RHYDON_NORMAL","RHYDON","POKEMON_TYPE_GROUND","POKEMON_TYPE_ROCK","RHYDON_NORMAL",,3.0,3000,233,222,171
"V0113_POKEMON_CHANSEY","CHANSEY","POKEMON_TYPE_NORMAL",,,,5.0,,487,60,128
"V0114_POKEMON_TANGELA","TANGELA","POKEMON_TYPE_GRASS",,,,3.0,3000,163,183,169
"V0114_POKEMON_TANGELA_NORMAL","TANGELA","POKEMON_TYPE_GRASS",,"TANGELA_NORMAL",,3.0,3000,163,183,169
"V0115_POKEMON_KANGASKHAN","KANGASKHAN","POKEMON_TYPE_NORMAL",,,,3.0,3000,233,181,165
"V0115_POKEMON_KANGASKHAN_NORMAL","KANGASKHAN","POKEMON_TYPE_NORMAL",,"KANGASKHAN_NORMAL",,3.0,3000,233,181,165
"V0116_POKEMON_HORSEA","HORSEA","POKEMON_TYPE_WATER",,,50,3.0,3000,102,129,103
"V0116_POKEMON_HORSEA_NORMAL","HORSEA","POKEMON_TYPE_WATER",,"HORSEA_NORMAL",50,3.0,3000,102,129,103
"V0117_POKEMON_SEADRA","SEADRA","POKEMON_TYPE_WATER",,,,3.0,3000,146,187,156
"V0117_POKEMON_SEADRA_NORMAL","SEADRA","POKEMON_TYPE_WATER",,"SEADRA_NORMAL",,3.0,3000,146,187,156
"V0118_POKEMON_GOLDEEN","GOLDEEN","POKEMON_TYPE_WATER",,,50,3.0,,128,123,110
"V0119_POKEMON_SEAKING","SEAKING","POKEMON_TYPE_WATER",,,,3.0,,190,175,147
"V0120_POKEMON_STARYU","STARYU","POKEMON_TYPE_WATER",,,50,3.0,,102,137,112
"V0121_POKEMON_STARMIE","STARMIE","POKEMON_TYPE_WATER","POKEMON_TYPE_PSYCHIC",,,3.0,,155,210,184
"V0122_POKEMON_MR_MIME","MR_MIME","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY",,,5.0,3000,120,192,205
"V0122_POKEMON_MR_MIME_GALARIAN","MR_MIME","POKEMON_TYPE_ICE","POKEMON_TYPE_PSYCHIC","MR_MIME_GALARIAN",,5.0,3000,137,183,169
"V0122_POKEMON_MR_MIME_NORMAL","MR_MIME","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FAIRY","MR_MIME_NORMAL",,5.0,3000,120,192,205
"V0123_POKEMON_SCYTHER","SCYTHER","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING",,,5.0,5000,172,218,170
"V0123_POKEMON_SCYTHER_NORMAL","SCYTHER","POKEMON_TYPE_BUG","POKEMON_TYPE_FLYING","SCYTHER_NORMAL",,5.0,5000,172,218,170
"V0124_POKEMON_JYNX","JYNX","POKEMON_TYPE_ICE","POKEMON_TYPE_PSYCHIC",,,5.0,,163,223,151
"V0125_POKEMON_ELECTABUZZ","ELECTABUZZ","POKEMON_TYPE_ELECTRIC",,,,5.0,5000,163,198,158
"V0125_POKEMON_ELECTABUZZ_NORMAL","ELECTABUZZ","POKEMON_TYPE_ELECTRIC",,"ELECTABUZZ_NORMAL",,5.0,5000,163,198,158
"V0126_POKEMON_MAGMAR","MAGMAR","POKEMON_TYPE_FIRE",,,,5.0,5000,163,206,154
"V0126_POKEMON_MAGMAR_NORMAL","MAGMAR","POKEMON_TYPE_FIRE",,"MAGMAR_NORMAL",,5.0,5000,163,206,154
"V0127_POKEMON_PINSIR","PINSIR","POKEMON_TYPE_BUG",,,,5.0,5000,163,238,182
"V0127_POKEMON_PINSIR_NORMAL","PINSIR","POKEMON_TYPE_BUG",,"PINSIR_NORMAL",,5.0,5000,163,238,182
"V0128_POKEMON_TAUROS","TAUROS","POKEMON_TYPE_NORMAL",,,,3.0,,181,198,183
"V0128_POKEMON_TAUROS_NORMAL","TAUROS","POKEMON_TYPE_NORMAL",,"TAUROS_NORMAL",,3.0,,181,198,183
"V0128_POKEMON_TAUROS_PALDEA_AQUA","TAUROS","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_WATER","TAUROS_PALDEA_AQUA",,3.0,,181,210,193
"V0128_POKEMON_TAUROS_PALDEA_BLAZE","TAUROS","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_FIRE","TAUROS_PALDEA_BLAZE",,3.0,,181,210,193
"V0128_POKEMON_TAUROS_PALDEA_COMBAT","TAUROS","POKEMON_TYPE_FIGHTING",,"TAUROS_PALDEA_COMBAT",,3.0,,181,210,193
"V0129_POKEMON_MAGIKARP","MAGIKARP","POKEMON_TYPE_WATER",,,400,1.0,1000,85,29,85
"V0129_POKEMON_MAGIKARP_NORMAL","MAGIKARP","POKEMON_TYPE_WATER",,"MAGIKARP_NORMAL",400,1.0,1000,85,29,85
"V0130_POKEMON_GYARADOS","GYARADOS","POKEMON_TYPE_WATER","POKEMON_TYPE_FLYING",,,1.0,1000,216,237,186
"V0130_POKEMON_GYARADOS_NORMAL","GYARADOS","POKEMON_TYPE_WATER","POKEMON_TYPE_FLYING","GYARADOS_NORMAL",,1.0,1000,216,237,186
"V0131_POKEMON_LAPRAS","LAPRAS","POKEMON_TYPE_WATER","POKEMON_TYPE_ICE",,,5.0,5000,277,165,174
"V0131_POKEMON_LAPRAS_COSTUME_2020","LAPRAS","POKEMON_TYPE_WATER","POKEMON_TYPE_ICE","LAPRAS_COSTUME_2020",,5.0,5000,277,165,174
"V0131_POKEMON_LAPRAS_NORMAL","LAPRAS","POKEMON_TYPE_WATER","POKEMON_TYPE_ICE","LAPRAS_NORMAL",,5.0,5000,277,165,174
"V0132_POKEMON_DITTO","DITTO","POKEMON_TYPE_NORMAL",,,,3.0,,134,91,91
"V0133_POKEMON_EEVEE","EEVEE","POKEMON_TYPE_NORMAL",,,25,5.0,,146,104,114
"V0133_POKEMON_EEVEE_GOFEST_2024_MTIARA","EEVEE","POKEMON_TYPE_NORMAL",,"EEVEE_GOFEST_2024_MTIARA",25,5.0,,146,104,114
"V0133_POKEMON_EEVEE_GOFEST_2024_STIARA","EEVEE","POKEMON_TYPE_NORMAL",,"EEVEE_GOFEST_2024_STIARA",25,5.0,,146,104,114
"V0133_POKEMON_EEVEE_NORMAL","EEVEE","POKEMON_TYPE_NORMAL",,"EEVEE_NORMAL",25,5.0,,146,104,114
"V0134_POKEMON_VAPOREON","VAPOREON","POKEMON_TYPE_WATER",,,,5.0,,277,205,161
"V0135_POKEMON_JOLTEON","JOLTEON","POKEMON_TYPE_ELECTRIC",,,,5.0,,163,232,182
"V0136_POKEMON_FLAREON","FLAREON","POKEMON_TYPE_FIRE",,,,5.0,,163,246,179
"V0137_POKEMON_PORYGON","PORYGON","POKEMON_TYPE_NORMAL",,,,3.0,3000,163,153,136
"V0137_POKEMON_PORYGON_NORMAL","PORYGON","POKEMON_TYPE_NORMAL",,"PORYGON_NORMAL",,3.0,3000,163,153,136
"V0138_POKEMON_OMANYTE","OMANYTE","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER",,50,5.0,5000,111,155,153
"V0138_POKEMON_OMANYTE_NORMAL","OMANYTE","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER","OMANYTE_NORMAL",50,5.0,5000,111,155,153
"V0139_POKEMON_OMASTAR","OMASTAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER",,,5.0,5000,172,207,201
"V0139_POKEMON_OMASTAR_NORMAL","OMASTAR","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER","OMASTAR_NORMAL",,5.0,5000,172,207,201
"V0140_POKEMON_KABUTO","KABUTO","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER",,50,5.0,5000,102,148,140
"V0140_POKEMON_KABUTO_NORMAL","KABUTO","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER","KABUTO_NORMAL",50,5.0,5000,102,148,140
"V0141_POKEMON_KABUTOPS","KABUTOPS","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER",,,5.0,5000,155,220,186
"V0141_POKEMON_KABUTOPS_NORMAL","KABUTOPS","POKEMON_TYPE_ROCK","POKEMON_TYPE_WATER","KABUTOPS_NORMAL",,5.0,5000,155,220,186
"V0142_POKEMON_AERODACTYL","AERODACTYL","POKEMON_TYPE_ROCK","POKEMON_TYPE_FLYING",,,5.0,5000,190,221,159
"V0142_POKEMON_AERODACTYL_NORMAL","AERODACTYL","POKEMON_TYPE_ROCK","POKEMON_TYPE_FLYING","AERODACTYL_NORMAL",,5.0,5000,190,221,159
"V0142_POKEMON_AERODACTYL_SUMMER_2023","AERODACTYL","POKEMON_TYPE_ROCK","POKEMON_TYPE_FLYING","AERODACTYL_SUMMER_2023",,5.0,5000,190,221,159
"V0143_POKEMON_SNORLAX","SNORLAX","POKEMON_TYPE_NORMAL",,,,5.0,5000,330,190,169
"V0143_POKEMON_SNORLAX_NORMAL","SNORLAX","POKEMON_TYPE_NORMAL",,"SNORLAX_NORMAL",,5.0,5000,330,190,169
"V0143_POKEMON_SNORLAX_WILDAREA_2024","SNORLAX","POKEMON_TYPE_NORMAL",,"SNORLAX_WILDAREA_2024",,5.0,5000,330,190,169
"V0144_POKEMON_ARTICUNO","ARTICUNO","POKEMON_TYPE_ICE","POKEMON_TYPE_FLYING",,,20.0,20000,207,192,236
"V0144_POKEMON_ARTICUNO_GALARIAN","ARTICUNO","POKEMON_TYPE_PSYCHIC","POKEMON_TYPE_FLYING","ARTICUNO_GALARIAN",,20.0,20000,207,250,197
"V0144_POKEMON_ARTICUNO_NORMAL","ARTICUNO","POKEMON_TYPE_ICE","POKEMON_TYPE_FLYING","ARTICUNO_NORMAL",,20.0,20000,207,192,236
"V0145_POKEMON_ZAPDOS","ZAPDOS","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_FLYING",,,20.0,20000,207,253,185
"V0145_POKEMON_ZAPDOS_GALARIAN","ZAPDOS","POKEMON_TYPE_FIGHTING","POKEMON_TYPE_FLYING","ZAPDOS_GALARIAN",,20.0,20000,207,252,189
"V0145_POKEMON_ZAPDOS_NORMAL","ZAPDOS","POKEMON_TYPE_ELECTRIC","POKEMON_TYPE_FLYING","ZAPDOS_NORMAL",,20.0,20000,207,253,185
"V0146_POKEMON_MOLTRES","MOLTRES","POKEMON_TYPE_FIRE","POKEMON_TYPE_FLYING",,,20.0,20000,207,251,181
"V0146_POKEMON_MOLTRES_GALARIAN","MOLTRES","POKEMON_TYPE_DARK","POKEMON_TYPE_FLYING","MOLTRES_GALARIAN",,20.0,20000,207,202,231
"V0146_POKEMON_MOLTRES_NORMAL","MOLTRES","POKEMON_TYPE_FIRE","POKEMON_TYPE_FLYING","MOLTRES_NORMAL",,20.0,20000,207,251,181
"V0147_POKEMON_DRATINI","DRATINI","POKEMON_TYPE_DRAGON",,,25,5.0,5000,121,119,91
"V0147_POKEMON_DRATINI_NORMAL","DRATINI","POKEMON_TYPE_DRAGON",,"DRATINI_NORMAL",25,5.0,5000,121,119,91
"V0148_POKEMON_DRAGONAIR","DRAGONAIR","POKEMON_TYPE_DRAGON",,,100,5.0,5000,156,163,135
"V0148_POKEMON_DRAGONAIR_NORMAL","DRAGONAIR","POKEMON_TYPE_DRAGON",,"DRAGONAIR_NORMAL",100,5.0,5000,156,163,135
"V0149_POKEMON_DRAGONITE","DRAGONITE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_FLYING",,,5.0,5000,209,263,198
"V0149_POKEMON_DRAGONITE_NORMAL","DRAGONITE","POKEMON_TYPE_DRAGON","POKEMON_TYPE_FLYING","DRAGONITE_NORMAL",,5.0,5000,209,263,198
"V0150_POKEMON_MEWTWO","MEWTWO","POKEMON_TYPE_PSYCHIC",,,,20.0,20000,214,300,182
"V0150_POKEMON_MEWTWO_A","MEWTWO","POKEMON_TYPE_PSYCHIC",,"MEWTWO_A",,20.0,20000,214,182,278
"V0150_POKEMON_MEWTWO_NORMAL","MEWTWO","POKEMON_TYPE_PSYCHIC",,"MEWTWO_NORMAL",,20.0,20000,214,300,182
"V0151_POKEMON_MEW","MEW","POKEMON_TYPE_PSYCHIC",,,,20.0,,225,210,210
"V0152_POKEMON_CHIKORITA","CHIKORITA","POKEMON_TYPE_GRASS",,,25,3.0,3000,128,92,122
"V0152_POKEMON_CHIKORITA_NORMAL","CHIKORITA","POKEMON_TYPE_GRASS",,"CHIKORITA_NORMAL",25,3.0,3000,128,92,122
"V0153_POKEMON_BAYLEEF","BAYLEEF","POKEMON_TYPE_GRASS",,,100,3.0,3000,155,122,155
"V0153_POKEMON_BAYLEEF_NORMAL","BAYLEEF","POKEMON_TYPE_GRASS",,"BAYLEEF_NORMAL",100,3.0,3000,155,122,155
"V0154_POKEMON_MEGANIUM","MEGANIUM","POKEMON_TYPE_GRASS",,,,3.0,3000,190,168,202
